username,hotel_name,rating
1969ws,Barefoot Bay Resort and Marina,5
1975mark,Nubian Island Hotel,4
1975mark,Hostal Oasis D'Or,5
1975mark,Leeds Marriott Hotel,3
1975mark,"Innkeepers Lodge Glasgow, Strathclyde Park",5
1975mark,Hotel Gabriella,5
1975mark,Premier Inn Newcastle Quayside,2
1975mark,Hacienda Guadalupe,5
1975mark,Premier Inn Sheffield City Centre (St Mary's Gate) Hotel,5
1975mark,Le Meridien Piccadilly,5
1975mark,BEST WESTERN Beamish Hall Hotel,5
1975mark,Hotel 53,5
1975mark,BEST WESTERN Forest & Vale Hotel,2
19822011,Hotel Chateau Laurier,4
19822011,Cap Tremblant Mountain Resort,4
19822011,Comfort Hotel Lamarck,3
19822011,Max Brown Hotel Museum Square,3
1984travel,Castlemartyr Resort,5
1984travel,Pennyhill Park Hotel and The Spa,3
1984travel,Hilton Glasgow Grosvenor Hotel,3
1984travel,Powerscourt Hotel - Autograph Collection,5
1984travel,InterContinental London Park Lane,5
1984travel,Novotel London ExCeL,3
1984travel,Chatrium Hotel Riverside Bangkok,4
1984travel,La Flora Resort & Spa,4
1984travel,Radisson Blu Plaza Resort Phuket Panwa Beach,4
1984travel,Grand Hyatt New York,4
1984travel,Macdonald Marine Hotel & Spa,4
1984travel,Thistle Westminster,3
1984travel,Boscolo Milano,4
1984travel,Hotel Villa Edy,5
1984travel,Gleneagles Hotel,4
1984travel,Grafton Capital Hotel,3
1984travel,Ascot Apartments,2
1984travel,Radisson Blu Edwardian Heathrow Hotel,5
1984travel,Fairmont St Andrews,4
1984travel,Casa del Mar Golf Resort & Spa,3
1984travel,Sofitel London Heathrow,3
1984travel,"Mandarin Oriental, Las Vegas",4
1984travel,Crowne Plaza Times Square Manhattan,4
1984travel,"Old Course Hotel, Golf Resort & Spa",5
19Cam,Hilton Berlin,5
19Cam,DoubleTree by Hilton Hotel London - Marble Arch,4
19Cam,Doubletree by Hilton вЂ“ London Islington.,3
19Cam,Marriott Swindon Hotel,3
19Cam,Doubletree by Hilton London - Westminster,5
19Cam,Harlingford Hotel,3
19Cam,Hampton by Hilton London Waterloo,5
19Cam,Hampton by Hilton London Croydon,4
19Cam,Premier Inn Edinburgh Park (The Gyle) Hotel,4
19Cam,Lea Marston Hotel & Spa,4
19Cam,BEST WESTERN Cresta Court Hotel,2
19Cam,DoubleTree by Hilton London - West End,5
19Cam,Holiday Inn Express Preston South,5
19Cam,Holiday Inn Rochester-Chatham,4
19Cam,Crowne Plaza Hotel Reading,4
19Cam,Holiday Inn London - Kings Cross / Bloomsbury,2
19Cam,Hilton Belfast Templepatrick Golf & Country Club,3
19Cam,DoubleTree by Hilton Hotel Sheffield Park,5
19Cam,Hilton Coventry Hotel,2
19Cam,Hilton Glasgow,5
19Cam,Hallmark Hotel Irvine,1
19Cam,Premier Inn Crewe West Hotel,4
19Cam,DoubleTree by Hilton London Heathrow,5
19Cam,Holiday Inn Maidstone - Sevenoaks,2
19Cam,Premier Inn Basildon (Rayleigh) Hotel,4
19Cam,Premier Inn Basildon (East Mayne) Hotel,3
19Cam,Holiday Inn Ashford North A20,4
19Cam,Holiday Inn Washington,3
19Cam,Holiday Inn Express Birmingham - Star City,3
19Cam,Hampton by Hilton Newport East,5
19Cam,Hilton London Croydon,4
19Cam,Premier Inn Burgess Hill Hotel,3
19Cam,Hilton Newport,3
19Cam,DoubleTree by Hilton Kuala Lumpur,5
19Cam,Hilton Phuket Arcadia Resort & Spa,5
19Cam,Marriott Edinburgh,3
19Cam,Hilton Watford,2
19Cam,Holiday Inn Express Birmingham Oldbury M5 Jct.2,3
19Cam,Hilton Birmingham Bromsgrove,4
19Cam,Hilton Maidstone,3
19Cam,Holiday Inn London - Elstree,2
19Cam,Hilton Garden Inn Birmingham Brindleyplace,5
19Cam,BEST WESTERN Calcot Hotel,4
19Cam,Ibis Lincoln,2
19Cam,Hilton Northampton,5
19Cam,Holiday Inn Manchester-West,3
19Cam,Hilton Brussels City,4
19Cam,Comfort Hotel Reading West,2
19Cam,Holiday Inn Express Birmingham - Star City,5
19Cam,Ramada Birmingham Oldbury,1
19Cam,Holiday Inn Nottingham,5
19Cam,Holiday Inn Express Warwick - Stratford Upon Avon,3
19Cam,Hilton East Midlands Airport,5
19Cam,Hilton Nottingham,3
19Cam,Holiday Inn Derby - Nottingham M1,3
19Cam,DoubleTree by Hilton London - West End,4
19Cam,The Dales Country House Hotel,5
19katy80,Heredad Kamezi Villas,5
19katy80,Miramare Boutique Hotel,5
19katy80,Mestral & Llebeig Apartments,4
19katy80,UNA Hotel Roma,4
19katy80,Center Parcs Whinfell Forest,4
19katy80,The Quay Hotel & Spa,4
19katy80,Suite Hotel Atlantis Fuerteventura Resort,4
19katy80,High Keenley Fell Farm,4
19katy80,Mercure Porto Centro Hotel,4
19katy80,Chalet Chamois,3
19katy80,Mercure Bergamo Palazzo Dolci,4
19katy80,The Park Central,4
19katy80,Grange Tower Bridge Hotel,3
19katy80,Tignes 2100 Hotel,2
19katy80,DoubleTree by Hilton Hotel London -Tower of London,4
19katy80,Hotel Fjallet,3
19katy80,Icehotel,4
19katy80,Waves,4
19katy80,Apex City of London Hotel,4
19katy80,"The Langham, Hong Kong",5
19katy80,Hogarths Hotel,2
19katy80,Macdonald Bath Spa Hotel,4
19katy80,Fir Trees Guest House,4
19katy80,Mercure Paris Arc de Triomphe Etoile,4
19katy80,Hilton Manchester Deansgate,4
19katy80,Crowne Plaza Manchester City Centre,4
19katy80,Novotel Nice Aeroport Cap 3000,4
19katy80,The Tower,4
19katy80,The Lowry Hotel,5
19katy80,"The Ritz-Carlton, Budapest",5
19katy80,Ye Olde Bulls Head Inn,4
19katy80,The Mill Hotel,2
19katy80,Small Luxury Palace Hotel Prague,5
19katy80,Cerf Island Resort,4
19katy80,La Pirogue Hotel & Spa,5
19katy80,Sheraton Heathrow Hotel,3
19katy80,Mercure Hotel & Residenz Berlin Checkpoint Charlie,5
19katy80,NH Roma Villa Carpegna,3
19katy80,Aparthotel Horizonte Bay,3
19katy80,Stella Guest House,5
19katy80,Crowne Plaza Liverpool - John Lennon Airport,4
19katy80,Mercure Paris Centre Tour Eiffel,3
19katy80,Sardinia Domus,5
1Angie,Centara Ras Fushi Resort & Spa,4
1Angie,Niramaya Villas and Spa,4
1Angie,Port Douglas Motel,5
1Angie,Corinthia Hotel St. Georges Bay,3
1Angie,Amora Hotel Jamison Sydney,4
1Angie,Mercure Ballarat Hotel and Convention Centre,4
1Angie,Yarra Valley Lodge,4
1Angie,Rydges Tradewinds Cairns,3
1Angie,The Lakes Cairns Resort,5
1Angie,Alba D'Oro Camping,4
1Angie,"Eaton, Hong Kong",4
1Angie,Mercure Paris Arc de Triomphe Etoile,5
1Angie,Novotel Madrid Center,1
1Angie,Hotel Jaime I,3
1Angie,Hotel Front Maritim,4
1Angie,Hotel Apogia Nice,3
1Angie,Charme Hotel,3
1Angie,Parco Tirreno,4
1Angie,Marina Hotel Corinthia Beach Resort,5
1KathrynK,Lake Shore Resort,5
1KathrynK,Hyatt Place San Antonio/Riverwalk,5
1KathrynK,Sheraton Milwaukee Brookfield Hotel,3
1KathrynK,Garrett's Desert Inn,3
1KathrynK,Los Poblanos Historic Inn & Organic Farm,5
1KathrynK,Madison Concourse Hotel and Governor's Club,4
1KathrynK,Quality Inn Hollywood,1
1KathrynK,Holiday Inn Express Hotel & Suites Hollywood Hotel Walk of Fame,5
1KathrynK,Courtyard by Marriott San Diego Airport/Liberty Station,5
1KathrynK,"Boarders Inn and Suites Shawano, WI",5
1ManhattanBeach,Hotel Monterey Yokohama,5
1ManhattanBeach,Hotel Nikko Narita,3
1ManhattanBeach,Hilton London Syon Park,3
1ManhattanBeach,BEST WESTERN PLUS Avita Suites,1
1ManhattanBeach,Howard Johnson Torrance,1
1ManhattanBeach,Holiday Inn Los Angeles International Airport,3
1NicePerson,ABC House,3
1NicePerson,Baileys Hotel Cashel,4
1NicePerson,Hilton Portland & Executive Tower,5
1NicePerson,DoubleTree by Hilton Hotel Tinton Falls - Eatontown,3
1NicePerson,Comfort Inn,4
1NicePerson,Holiday Inn San Francisco Golden Gateway,5
1NicePerson,Quality Inn & Suites Airport Convention Center,4
1NicePerson,"Chelsea Hotel, Toronto",4
1NicePerson,Hampton Inn Ft. Lauderdale-Commercial Blvd.,4
1NicePerson,Quality Hotel London-Wembley Stadium,2
1NicePerson,Royal Windsor Hotel,5
1NicePerson,Fairfield Inn & Suites New York Long Island City/Queensboro Bridge,4
1NicePerson,"Country Inn & Suites By Carlson, New Orleans French Quarter",5
1NicePerson,Econo Lodge at Port of Portland,4
1NicePerson,Doubletree by Hilton Philadelphia Center City,4
1NicePerson,Hale Koa Hotel,4
1NicePerson,Holiday Inn Civic Center (San Francisco),4
1NicePerson,Quality Inn Long Island City,4
1NicePerson,Georgetown Inn,4
1NicePerson,Days Inn - Vancouver Airport,4
1NicePerson,Comfort Hotel Boersparken,4
1NicePerson,Comfort Hotel Stockholm,3
1NicePerson,Hilton Copenhagen Airport,5
1NicePerson,Home2 Suites by Hilton New York Long Island City/ Manhattan View,4
1NicePerson,Ramada Plaza Toronto Downtown,4
1NicePerson,Canyon Club Hotel,5
1NicePerson,DoubleTree by Hilton London Ealing,5
1NicePerson,Arlington Hotel O'Connell Bridge,4
1NicePerson,Canyon Club Hotel,4
1NicePerson,Aqua Palms Waikiki,5
1NicePerson,Ramada Plaza Waikiki,4
1NicePerson,Hampton Inn & Suites Chicago - Downtown,4
1NicePerson,Hilton San Francisco Union Square,3
1NicePerson,Embassy Suites by Hilton Portland - Downtown,4
1NicePerson,Toronto Marriott Bloor Yorkville Hotel,2
1NicePerson,Holiday Inn Express London - Park Royal,4
1NicePerson,Fairfield Inn & Suites New York Manhattan/Chelsea,4
1NicePerson,Comfort Hotel Tokyo Higashi Nihonbashi,3
1NicePerson,Holiday Inn Express London - Park Royal,5
1NicePerson,Holiday Inn Toronto Downtown Centre,4
1NicePerson,Holiday Inn Helsinki City Centre,4
1NicePerson,Hilton Waikiki Beach,3
1NicePerson,"Radisson Blu Warwick Hotel, Rittenhouse Square Philadelphia",5
1NicePerson,Hampton Inn Madison Square Garden,4
1NicePerson,Hampton Inn Corpus Christi / Portland,3
1NicePerson,Hampton Inn Ft. Lauderdale-Commercial Blvd.,5
1NicePerson,Hotel Villa Deux Rivieres,4
1NicePerson,Holiday Inn London - Camden Lock,5
1NicePerson,Fort Lauderdale Marriott North,4
1NicePerson,Holiday Inn Express Hong Kong Causeway Bay,4
1NicePerson,Comfort Inn,5
1NicePerson,Holiday Inn Express Philadelphia Midtown,5
1NicePerson,Holiday Inn Helsinki City Centre,5
1NicePerson,Courtyard by Marriott Toronto Downtown,4
1NicePerson,Residence Inn San Diego Mission Valley,4
1NicePerson,Grand Hi-Lai Hotel,5
1NicePerson,Hampton Inn Ft. Lauderdale - Cypress Creek,3
1NicePerson,Hampton Inn Corpus Christi / Portland,4
1NicePerson,London Marriott Hotel Regents Park,4
1NicePerson,Marine Surf Waikiki,3
1NicePerson,Citadines Central Shinjuku Tokyo,4
1NicePerson,ibis Bangkok Sathorn,4
1NicePerson,Thong Ta Resort,5
1NicePerson,Hampton Inn Beaumont,3
1NicePerson,Courtyard by Marriott Portland City Center,4
1NicePerson,Hampton Inn Jacksonville East Regency Square,3
1NicePerson,Hilton Garden Inn Philadelphia Center City,4
1NicePerson,Courtyard by Marriott Toronto Downtown,3
1NicePerson,Renaissance Zurich Hotel,4
1NicePerson,Courtyard New Orleans Downtown Near the French Quarter,3
1NicePerson,The Sherwood Taipei,5
1NicePerson,La Dolce Vita Resort & Spa,4
1NicePerson,Fairfield Inn & Suites St. Augustine I-95,4
1NicePerson,Courtyard by Marriott Waikiki Beach,3
1NicePerson,Ashbury Hotel & Suites,4
1NicePerson,Hampton Inn Manhattan-Chelsea,3
1NicePerson,Holiday Inn Civic Center (San Francisco),3
1NicePerson,Holiday Inn Express Hotel & Suites White River Junction,4
1NicePerson,The Hollis Halifax - a DoubleTree Suites by Hilton,5
1NicePerson,Holiday Inn Express Hotel Cass,4
1NicePerson,Motel 6 Jacksonville,2
1NicePerson,La Quinta Inn Daytona Beach/International Speedway,4
1NicePerson,Quality Inn & Suites Downtown,5
1NicePerson,La Quinta Inn Queens New York City,4
1NicePerson,Courtyard by Marriott Fort Lauderdale North/Cypress Creek,4
1NicePerson,Aqua Aloha Surf Waikiki,3
1NicePerson,La Quinta Inn & Suites Fort Lauderdale Tamarac,3
1NicePerson,Moevenpick Hotel Amsterdam City Center,4
1NicePerson,Motel One Stuttgart,4
1NicePerson,Munich Marriott Hotel,3
1NicePerson,Cologne Marriott Hotel,5
1NicePerson,Woodside Motel,4
1NicePerson,Embassy Suites by Hilton Philadelphia Airport,2
1NicePerson,La Quinta Inn Manhattan,4
1NicePerson,Days Inn Montreal Downtown,5
1NicePerson,Comfort Hotel Sapporo,4
1NicePerson,La Quinta Inn & Suites Ft Lauderdale Cypress Creek,4
1NicePerson,Days Inn Chicago,5
1NicePerson,SOMA Park Inn - Civic Center,3
1NicePerson,Travelodge Chicago Downtown,4
1NicePerson,Comfort Hotel Tokyo Kiyosumi Shirakawa,5
1NicePerson,Comfort Hotel Osaka Shinsaibashi,5
1NicePerson,Warwick Seattle Hotel,2
1NicePerson,Regent Taipei,4
1NicePerson,Residence Inn Asheville Biltmore,4
1NicePerson,Howard Johnson Hotel Vancouver,4
1NicePerson,JW Marriott Hotel New Orleans,4
1NicePerson,Comfort Inn Palm Springs Downtown,4
1NicePerson,Hampton Inn Charleston - Airport / Coliseum,3
1NicePerson,Holiday Inn Krakow City Center,5
1NicePerson,Mercure Warszawa Centrum,5
1NicePerson,Holiday Inn Berlin City Center East-Prenzlauer Allee,4
1NicePerson,Millennium Gloucester Hotel London Kensington,3
1NicePerson,Paris Marriott Rive Gauche Hotel & Conference Center,4
1NicePerson,Holiday Inn London Bloomsbury,3
1NicePerson,Thon Hotel Astoria,2
1NicePerson,Courtyard New York Manhattan/Midtown East,5
1NicePerson,Embassy Suites by Hilton Mandalay Beach - Hotel & Resort,3
1NicePerson,Quality Inn & Suites by Convention Center,4
1VAnurse,French Market Inn,5
1VAnurse,Omni Shoreham Hotel,3
1VAnurse,SpringHill Suites Baltimore BWI Airport,4
1VAnurse,Residence Inn Tysons Corner Mall,4
1VAnurse,Fairfield Inn Fayetteville I-95,4
1VAnurse,Comfort Suites Inn at Ridgewood Farm,4
1VAnurse,Sleep Inn,4
1VAnurse,Residence Inn Cape Canaveral Cocoa Beach,5
1VAnurse,BEST WESTERN PLUS Seaport Inn Downtown,4
1VAnurse,Sunshine Inn,4
1VAnurse,Trout Haven Resort,4
1VAnurse,Residence Inn Tysons Corner,4
1VAnurse,Renaissance Atlanta Waverly Hotel & Convention Center,5
1VAnurse,Ocean Suites,4
1VAnurse,Courtyard by Marriott Dunn Loring Fairfax,5
1VAnurse,Grand Hyatt Washington,4
1Vegas2008,Luana Waikiki Hotel & Suites,4
1Vegas2008,SKYCITY Grand Hotel,5
1Vegas2008,Casa de Tres Lunas,5
1Vegas2008,Sheraton Lincoln Harbor Hotel,5
1Vegas2008,Marriott Amsterdam,5
1Vegas2008,The Sanctuary House Hotel,4
1Vegas2008,Island Club Hotel & Apartments,5
1Vegas2008,Hotel Le Blason,1
1happygolucky,Fairmont The Norfolk,4
1happygolucky,Serengeti Sopa Lodge,3
1happygolucky,Ngorongoro Sopa Lodge,3
1happygolucky,andBeyond Kichwa Tembo Tented Camp,5
1happygolucky,Kempinski Grand Hotel des Bains St. Moritz,4
1happygolucky,Hotel Schweizerhof Zurich,4
1happygolucky,Hilton Munich Airport,4
1happygolucky,Hotel Sacher Salzburg,5
1happygolucky,Bayerischer Hof Hotel,5
1happygolucky,Interalpen-Hotel Tyrol,5
1happygolucky,Palace Luzern,5
1happygolucky,Courtyard Chicago Downtown River North,2
1oldseagull,Comfort Inn,5
1oldseagull,Quality Inn Interstate,5
1oldseagull,Quality Inn Newport News,4
1oldseagull,Rodeway Inn & Suites,4
1oldseagull,Red Roof Inn Spartanburg,5
1oldseagull,Econo Lodge Wytheville,5
1oldseagull,BEST WESTERN PLUS Oak Mountain Inn,3
1oldseagull,Rodeway Inn Lake City,5
1oldseagull,Howard Johnson Resort Hotel - St. Pete Beach,5
1oldseagull,Super 8 Acworth / Atlanta Area,5
1oldseagull,BEST WESTERN PLUS Richmond Hill Inn,5
1oldseagull,Quality Inn-Gaffney,5
1oldseagull,Econo Lodge Inn & Suites Carrollton Smithfield,3
1oldseagull,Comfort Inn Smith Mountain Lake,5
1oldseagull,Econo Lodge,3
1oldseagull,Rodeway Inn & Suites,5
1oldseagull,Comfort Inn Central,4
1oldseagull,Econo Lodge on the Ocean,5
1oldseagull,BEST WESTERN Hiram Inn & Suites,4
1oldseagull,Super 8 Smithfield,5
1oldseagull,Scottish Inn Front Royal,4
1oldseagull,Super 8 Gallipolis/Point Pleasant,4
1oldseagull,Mark Twain Hotel,5
1oldseagull,The Heritage Hotel,2
1oldseagull,Econo Lodge Wall,3
1oldseagull,Econo Lodge Custer,5
1oldseagull,Quality Inn,4
1oldseagull,Grant Village Lodge,4
1oldseagull,Comfort Inn of Butte,3
1oldseagull,Ramada Coeur d'Alene,3
1oldseagull,Belltown Inn,4
1oldseagull,Days Inn & Suites Vancouver,3
1oldseagull,Comfort Inn Newport,5
1oldseagull,Quality Inn & Suites Redwood Coast,3
1oldseagull,Quality Inn,3
1oldseagull,Alegria Oceanfront Inn and Cottages,5
1oldseagull,Nob Hill Motor Inn,5
1oldseagull,Clarion Hotel,4
1oldseagull,Days Inn Morro Bay,4
1oldseagull,Travelodge Chatsworth,4
1oldseagull,Little inn By The Bay,3
1oldseagull,Route 66 Motel,3
1oldseagull,Golden Inn,4
1oldseagull,Comfort Inn & Suites,5
1oldseagull,Econo Lodge,2
1oldseagull,Drury Plaza Hotel Riverwalk,5
1oldseagull,Econo Lodge Inn & Suites,3
1oldseagull,Marietta Hotel,4
1oldseagull,Days Inn Natchez,4
2000AtlanticGT,Hampton Inn St. Louis Southwest,1
2000AtlanticGT,Andaz Savannah,3
2000AtlanticGT,The Concourse Hotel at Los Angeles Airport - A Hyatt Affiliate,4
2000AtlanticGT,Courtyard by Marriott Oxnard Ventura,4
2000AtlanticGT,Hampton Inn & Suites San Francisco-Burlingame-Airport South,5
2000AtlanticGT,Sheraton Pleasanton Hotel,3
2000AtlanticGT,Hampton Inn & Suites Nashville - Downtown,4
2008travellover,Comfort Inn and Suites Lincoln City,4
2008travellover,La Quinta Inn & Suites Ashland,2
2008travellover,La Quinta Inn & Suites Portland Airport,4
2008travellover,Park Lane Suites & Inn,3
2008travellover,The Milestone,2
2008travellover,La Quinta Inn & Suites Boston Somerville,2
2008travellover,La Quinta Inn Las Vegas Nellis,1
2008travellover,La Quinta Inn & Suites Denver Tech Center,4
2008travellover,Garibaldi House Inn & Suites,4
2008travellover,Quality Inn and Suites Denver Stapleton,1
2008travellover,Econo Lodge Garibaldi,2
2008travellover,O'Cairns Inn & Suites,4
2008travellover,Doubletree by Hilton Hotel Denver,2
2008travellover,Hilton Garden Inn Minneapolis / Bloomington,4
2008travellover,La Quinta Inn Ventura,3
2008travellover,Holiday Inn Slough - Windsor,2
2008travellover,Hotel Rosslare,2
2008travellover,Holiday Inn London - Regent's Park,3
2008travellover,Park House Hotel,5
2008travellover,Comfort Inn London - Edgware Road,3
2008travellover,Westgate Las Vegas Resort & Casino,1
2011ChgoWanderer,The Herrington Inn & Spa,4
2011ChgoWanderer,InterContinental Milwaukee,4
2011ChgoWanderer,Golden Gate Hotel,4
2011ChgoWanderer,Hyatt Regency Chicago,4
2011ChgoWanderer,Chancellor Hotel on Union Square,5
2011ChgoWanderer,The Palmer House Hilton,3
2093,The Moretons,4
2093,Hyatt Regency London - The Churchill,3
2093,De Vere Venues East Midlands Conference Centre & Orchard Hotel,3
2093,Hotel Kurrajong Canberra,3
2093,"Capri by Fraser, Brisbane",3
2093,Hyatt Regency Mainz,5
2093,Favorite Parkhotel,3
2093,Conrad London St. James,5
2093,Eccleston Square Hotel,3
2093,Sofitel Brussels Le Louise,3
2093,Hyatt Regency Perth,4
2093,Four Points by Sheraton Brisbane,4
2093,Callide Motor Inn,4
2093,Dalgety Apartments,3
2093,Grand Hotel Townsville,4
2093,Holiday Inn Townsville,3
2093,Gambaro Hotel,2
2093,Novotel Brisbane Airport,3
2093,Salamanca Wharf Hotel,4
2093,The Ville Resort - Casino,3
2093,Hotel 48LEX New York,3
2093,Andersen Boutique Hotel,3
2093,"Radisson Blu Scandinavia Hotel, Aarhus",3
2093,First Hotel Twentyseven,2
2093,Eden Rock Resort,5
2093,Villa Rosmarino,4
2093,Domaine Pins Paul,5
2093,Grand Hyatt Cannes Hotel Martinez,4
2093,Baraka Bed and Breakfast,5
2093,The5rooms,4
2093,Park Hyatt Dubai,5
2093,Carlyle Suites & Apartments,3
2093,Art Series - The Blackman,5
2093,Hyatt Regency Tokyo,2
2093,Senkei Annex Yamagaso,2
2093,Sullivans Cove Apartments,3
2093,Park Hyatt Melbourne,4
2093,Hyatt Hotel Canberra,4
2093,Inn at Monticello,5
2093,Park Hyatt Washington,5
2093,Upper East Side Large 1-Bedroom Great View of Park,5
2093,Hyatt at The Bellevue,3
2093,The Playford Adelaide - MGallery Collection,5
2093,Clarion Hotel Soho,3
2093,InterContinental Adelaide,3
2093,Brassey Hotel,4
2093,The Point Coolum Beach,4
2093,Riverside,4
2093,"Somerset on the Pier, Hobart",2
2093,Stamford Grand Adelaide,2
2093,Marriott Marquis City Center Doha,3
2093,Fraser Suites Doha,2
2093,Spicers Balfour Hotel,5
2093,Park Hyatt Dubai,4
2093,Hyatt Hotel Canberra,5
2093,Palazzo Radomiri Hotel,5
2093,Hotel Bellevue Dubrovnik,4
2093,Slamic B&B,4
2093,BEST WESTERN Bologna Hotel - Mestre Station,4
2093,Park Hyatt Melbourne,5
2093,The Sebel Kirkton Park Hunter Valley,2
2093,Four Seasons Hotel Amman,5
2093,The Point Coolum Beach,5
2093,One&Only Cape Town,5
2093,West 57th Street by Hilton Club,4
2093,Hotel Nikko San Francisco,4
2093,The Westin Tokyo,5
2093,Millar Road,4
2093,Wildwood Lodge,5
2093,Chalet Eiger,5
2093,Cavalli Beach House Retreat,5
209967Jenny,Hotel Belvedere,5
209967Jenny,Boscolo Exedra Nice,5
209967Jenny,Hilton London Syon Park,5
209967Jenny,Hilton London Wembley,5
209967Jenny,The Cliff Bay (Porto Bay),5
209967Jenny,Hotel Seerose,5
209967Jenny,Copthorne Tara Hotel London Kensington,4
209967Jenny,Steigenberger Inselhotel,5
209967Jenny,Hilton London Tower Bridge,5
2156Michael,Hotel Pohl,3
2156Michael,Travelodge Bedford Goldington Road,4
2156Michael,Barnabys,5
2156Michael,Avon Gorge Hotel,4
2156Michael,Bay Torbay Hotel,3
2156Michael,Armazem do Sal,5
2156Michael,Grand Hotel Cadenabbia,3
2156Michael,Britannia Hotel Birmingham,4
2156Michael,Premier Inn Durham East Hotel,5
2156Michael,Premier Inn Chester Central North Hotel,3
2156Michael,Premier Inn Isle Of Wight (Newport) Hotel,5
2156Michael,Premier Inn Plymouth City Centre (Lockyers Quay) Hotel,4
2156Michael,Premier Inn Bristol City Centre (King Street) Hotel,5
2156Michael,Cheshire Hotel,3
2156Michael,Aquamare Beach Hotel & Spa,4
2156Michael,Valamar Argosy Hotel,3
2156Michael,Hotel Plaza Omis,5
2156Michael,La Palma Hotel,4
2156Michael,Hilton Avisford Park,4
2156Michael,Clifton Victoria Inn at the Falls,4
23betty,Petit Palace Santa Barbara,5
23betty,Iberostar Varadero,3
23betty,Hyatt Place Nashville Downtown,4
23betty,Madison Hotel,4
23betty,Lookout Point Lakeside Inn,5
23betty,Barcelona Universal Hotel,5
23betty,Loews Ventana Canyon Resort,5
23betty,Carefree Resort & Conference Center,4
23betty,Bishop's Lodge Resort & Spa,4
23betty,DoubleTree by Hilton Durango,4
23betty,Cheyenne Mountain Resort,4
23betty,The Westin Denver Downtown,3
23betty,Hotel Le Clos Medicis,4
